OverallQual,GrLivArea,GarageCars,GarageArea,TotalBsmtSF,1stFlrSF,FullBath,YearBuilt,Fireplaces,TotRmsAbvGrd,KitchenQual,ExterQual,BsmtQual,GarageFinish,OpenPorchSF,SalePrice
5,1053,1,312,1053,1053,1,1959,0,5,Gd,Gd,TA,RFn,0,145500
7,1502,1,270,776,851,1,1931,1,6,TA,TA,Gd,RFn,0,149000
6,1458,1,330,912,912,1,1948,1,6,TA,TA,TA,Unf,0,97500
5,1486,2,480,1486,1486,1,1964,0,7,TA,TA,TA,Fin,0,167000
7,1935,2,550,793,1142,2,1976,1,7,TA,TA,Gd,RFn,113,197900
8,2448,3,711,1629,1686,2,1994,1,8,Gd,Gd,Gd,RFn,76,402000
6,1392,2,576,1392,1392,1,1968,2,5,TA,TA,Fa,RFn,0,110000
4,1181,2,588,1138,1181,2,1972,0,6,TA,TA,Gd,RFn,0,137500
8,2097,3,1134,2077,2097,1,2005,1,8,Ex,Gd,Ex,Fin,267,423000
8,1936,2,504,1406,1454,2,2000,1,7,Gd,Gd,Gd,RFn,124,230500
6,2380,2,596,1021,1465,2,1965,1,7,TA,TA,Gd,Unf,265,129000
6,1679,2,575,1408,1679,2,1994,1,7,Gd,TA,Gd,RFn,42,193500
5,1437,2,576,1188,1437,1,1956,1,6,TA,TA,TA,Unf,0,168000
4,1180,1,252,700,1180,1,1922,1,5,Fa,TA,Fa,Unf,0,137500
6,1476,2,540,738,738,2,2005,0,7,Gd,Gd,Gd,Fin,35,173500
6,1369,1,300,672,697,2,1925,0,6,TA,TA,TA,Unf,0,103600
6,1208,2,546,1208,1208,1,1977,1,6,TA,Gd,Gd,RFn,42,165000
6,1839,2,416,1477,1839,2,1957,2,7,Gd,TA,TA,Fin,87,257500
6,1136,1,384,1136,1136,1,1965,1,5,TA,TA,TA,RFn,0,140000
6,1441,2,440,855,855,2,1978,1,7,TA,TA,TA,Unf,0,148500
4,1774,3,779,1095,1095,2,1900,0,8,TA,TA,TA,Unf,0,87000
5,792,1,240,768,792,1,1924,0,5,Gd,Gd,TA,Unf,0,109500
8,2046,3,834,2046,2046,2,2008,1,7,Gd,Gd,Ex,Fin,82,372500
5,988,2,572,988,988,1,1961,0,5,TA,TA,TA,Unf,0,128500
6,923,1,264,923,923,2,1980,1,5,TA,TA,Gd,RFn,0,143000
5,1520,1,281,793,848,1,1932,0,6,TA,TA,TA,Unf,0,159434
6,1291,2,431,1291,1291,1,1996,1,6,Gd,TA,Gd,Unf,0,173000
9,1668,3,702,1626,1668,2,2002,1,7,Gd,Gd,Gd,Fin,45,285000
7,1839,2,486,1195,1195,2,1998,0,7,TA,Gd,Gd,Fin,81,221000
7,2090,2,577,1190,1190,2,1984,1,6,Gd,Gd,Gd,Fin,0,207500
7,1761,2,578,874,874,3,2007,0,7,Gd,Gd,Gd,Fin,105,227875
7,1102,2,480,551,551,2,2004,0,4,Gd,Gd,Gd,Unf,60,148800
8,1419,2,567,1419,1419,2,2007,1,7,Gd,Gd,Gd,RFn,0,392000
6,1362,2,460,1362,1362,2,2005,1,6,Gd,Gd,Gd,RFn,28,194700
6,848,2,420,848,848,1,2004,1,3,Gd,Gd,Gd,RFn,0,141000
10,4316,3,832,2444,2444,3,1994,2,10,Ex,Ex,Ex,Fin,50,755000
7,2519,2,628,1210,1238,2,1989,2,9,Gd,Gd,Gd,RFn,27,335000
5,1073,1,326,1073,1073,1,1921,0,4,TA,TA,TA,Unf,0,108480
5,1539,2,576,927,1067,1,1936,0,5,TA,TA,TA,Unf,0,141500
6,1137,2,551,1112,1137,2,1987,1,5,Gd,TA,Gd,Unf,0,176000
5,616,1,205,616,616,1,1921,0,4,TA,TA,TA,Unf,0,89000
5,1148,1,308,980,1148,1,1952,0,6,TA,TA,Ex,Unf,0,123500
5,894,1,336,894,894,1,1965,1,5,TA,TA,TA,Unf,144,138500
7,1391,2,530,1391,1391,2,2004,0,5,Gd,Gd,Gd,RFn,158,196000
8,1800,3,765,1800,1800,2,2002,1,7,Gd,Gd,Ex,Fin,78,312500
7,1164,2,528,1164,1164,1,1969,0,6,TA,TA,TA,Unf,0,140000
8,2576,3,666,1234,1264,2,2006,1,10,Ex,Ex,Ex,Fin,100,361919
5,1812,2,672,360,1032,2,1900,1,8,Gd,TA,Gd,Unf,0,140000
7,1484,2,606,1473,1484,2,2004,0,7,Gd,Gd,Gd,RFn,35,213000
4,1092,0,0,0,372,2,1930,0,7,Fa,Fa,,,0,55000
7,1824,2,739,1643,1824,2,1971,2,5,Gd,TA,Gd,Unf,48,302000
8,1324,2,550,1324,1324,2,2006,1,6,Gd,Gd,Gd,Fin,38,254000
7,1456,2,400,728,728,2,2007,1,8,Gd,Gd,Gd,Fin,24,179540
5,904,1,408,876,904,1,1966,0,6,TA,TA,TA,Unf,0,109900
3,729,0,0,270,729,1,1935,0,5,TA,Gd,TA,,0,52000
4,1178,1,384,859,859,1,1900,0,7,TA,TA,TA,RFn,0,102776
8,1228,2,472,1228,1228,2,1988,1,5,Gd,Gd,Gd,Fin,120,189000
4,960,2,576,960,960,1,1970,0,6,TA,TA,TA,Unf,288,129000
6,1479,2,475,725,725,2,1976,0,6,Gd,Gd,TA,RFn,44,130500
6,1350,2,478,1064,1350,2,1974,1,7,TA,TA,Gd,RFn,0,165000
7,2554,2,704,718,1576,1,1890,0,8,TA,TA,TA,Unf,48,159500
5,1178,2,439,1176,1178,1,1973,1,5,Gd,TA,Gd,Unf,0,157000
7,2418,3,983,1311,1325,2,1993,1,9,Gd,Gd,Gd,RFn,154,341000
5,971,1,300,971,971,1,1969,1,5,TA,TA,Gd,Unf,0,128500
8,1742,2,564,1742,1742,2,1985,1,5,Gd,Gd,Gd,RFn,28,275000
6,848,2,420,848,848,1,2004,0,3,Gd,Gd,Gd,RFn,0,143000
4,864,2,463,864,864,1,1970,0,5,TA,TA,TA,Unf,0,124500
4,1470,1,548,941,997,2,1954,0,7,TA,TA,TA,Unf,0,135000
9,1698,3,768,1698,1698,2,2007,1,8,Ex,Ex,Ex,Fin,64,320000
4,864,2,660,864,864,1,1970,0,5,Gd,TA,TA,Unf,0,120500
6,1680,2,540,880,1680,2,1988,1,5,Gd,Gd,Gd,Fin,44,222000
7,1232,2,632,1232,1232,2,2007,0,6,Gd,Gd,Gd,RFn,0,194500
5,1776,3,888,1584,1776,2,1958,0,9,TA,TA,TA,Unf,25,110000
4,1208,2,539,780,848,1,1925,0,5,TA,TA,TA,Unf,23,103000
8,1616,2,608,1595,1616,2,1995,1,5,Gd,Gd,Gd,RFn,152,236500
7,1146,2,438,868,1146,2,2003,1,6,Gd,Gd,Ex,Fin,22,187500
7,2031,2,541,1153,1153,2,1998,1,8,Gd,Gd,Gd,Fin,84,222500
5,1144,1,264,864,1144,1,1961,1,6,TA,TA,TA,RFn,0,131400
5,948,1,300,948,948,1,1968,0,6,TA,TA,TA,Unf,0,108000
7,1768,2,320,880,880,1,1914,2,6,TA,TA,Gd,Unf,341,163000
3,1040,2,400,0,1040,2,1950,0,6,TA,TA,,Unf,0,93500
8,1801,3,800,893,901,2,2005,1,8,Gd,Gd,Gd,Fin,116,239900
5,1200,0,0,1200,1200,3,1987,0,5,TA,TA,Gd,,0,179000
7,1728,2,572,864,864,2,2004,0,7,Gd,Gd,Gd,RFn,56,190000
5,1432,2,360,264,768,2,1910,0,7,TA,TA,Fa,Unf,0,132000
6,912,1,288,912,912,1,1961,0,5,Gd,TA,TA,Unf,0,142000
7,1349,2,539,1349,1349,2,2000,0,6,TA,TA,Gd,Unf,55,179000
5,1464,2,480,520,1464,2,1963,1,6,TA,TA,Gd,RFn,0,175000
8,1337,2,462,1337,1337,2,1993,1,5,Gd,Gd,Gd,RFn,0,180000
8,2715,2,831,1142,1175,3,1976,2,11,Gd,Ex,TA,Fin,204,299800
7,2256,2,554,952,980,2,2000,1,8,Gd,Gd,Gd,Fin,54,236000
7,2640,4,864,1240,1320,1,1880,1,8,Gd,Gd,TA,Unf,0,265979
7,1720,2,527,1720,1720,2,1996,1,7,Gd,Gd,Gd,Fin,56,260400
4,1529,1,240,0,1088,2,1945,0,9,TA,TA,,Unf,0,98000
4,1140,0,0,576,792,1,1910,0,7,TA,TA,TA,,160,96500
7,1320,2,400,660,660,2,2003,0,6,Gd,Gd,Gd,Fin,48,162000
6,1494,2,576,1479,1494,2,1997,0,6,Gd,TA,Gd,RFn,27,217000
8,2098,3,878,1030,1038,2,2005,1,8,Ex,Gd,Gd,RFn,52,275500
6,1026,2,440,1026,1026,1,1969,0,5,Gd,TA,TA,RFn,48,156000
6,1471,2,440,729,742,2,1999,0,6,TA,TA,Gd,Unf,24,172500
8,1768,2,578,866,866,2,2007,0,7,Gd,Gd,Gd,RFn,105,212000
6,1386,2,440,672,672,2,1978,1,6,TA,TA,TA,Fin,0,158900
7,1501,2,440,744,757,2,1999,0,6,TA,TA,Gd,Unf,0,179400
8,2531,3,752,1318,1328,2,1995,1,9,Gd,Gd,Gd,RFn,98,290000
6,864,1,300,864,864,1,1959,0,5,TA,TA,TA,Unf,0,127500
5,1301,2,440,1145,1301,1,1924,0,5,Fa,TA,TA,Unf,0,100000
7,1547,2,614,756,764,2,2009,0,7,Gd,TA,Gd,Unf,45,215200
8,2365,3,856,1252,1268,2,1999,1,8,Gd,Gd,Gd,RFn,128,337000
8,1494,2,481,1494,1494,1,1995,1,6,Ex,Gd,Gd,Fin,30,270000
9,1506,2,592,1498,1506,2,2008,1,6,Ex,Gd,Gd,Fin,174,264132
7,1714,2,496,980,980,2,1988,1,7,TA,TA,Gd,Unf,66,196500
6,1750,1,423,983,983,2,1940,0,7,TA,TA,Gd,Unf,0,160000
7,1836,2,484,1860,1836,2,2004,1,8,Gd,Gd,Gd,Fin,33,216837
8,3279,3,841,1650,1690,3,2003,1,12,Ex,Ex,Gd,Fin,36,538000
5,858,2,576,858,858,1,1982,0,5,TA,TA,Gd,Unf,0,134900
4,1220,2,396,836,1220,1,1951,0,6,TA,TA,Fa,Unf,0,102000
6,1117,2,672,1029,1117,1,1976,1,6,TA,TA,TA,Unf,0,107000
5,912,1,275,912,912,1,1958,0,5,TA,TA,TA,RFn,0,114500
8,1973,3,895,1935,1973,2,2006,1,9,Gd,Gd,Gd,Fin,45,395000
6,1204,2,412,1204,1204,2,1998,0,5,TA,TA,Ex,Fin,247,162000
7,1614,3,865,1614,1614,2,2005,0,7,Gd,Gd,Gd,RFn,59,221500
5,894,2,440,864,894,1,1974,1,5,TA,TA,TA,Unf,0,142500
5,2020,2,630,0,2020,2,1977,2,10,TA,TA,,Unf,0,144000
6,1004,2,504,975,1004,1,1977,0,4,TA,TA,Gd,Unf,0,135000
7,1253,2,402,1237,1253,2,1995,1,6,TA,TA,Gd,Fin,21,176000
6,1603,2,484,761,810,2,1992,0,7,Gd,Gd,Gd,RFn,124,175900
7,1430,2,605,1413,1430,2,2001,0,6,Gd,Gd,Gd,RFn,33,187100
5,1110,2,602,1097,1110,1,1978,1,4,Gd,TA,Gd,Fin,30,165500
6,1484,0,0,742,742,2,1914,1,9,TA,TA,TA,,291,128000
6,1342,2,457,1372,1342,2,1967,1,7,TA,TA,TA,Unf,0,161500
5,1652,1,416,686,966,2,1915,0,7,TA,TA,Fa,Unf,0,139000
7,2084,2,618,956,956,2,2004,0,8,Gd,Gd,Gd,RFn,45,233000
4,901,1,281,901,901,1,1954,0,4,TA,TA,TA,Unf,0,107900
6,2087,2,444,832,976,2,1966,0,9,Gd,TA,TA,Fin,168,187500
7,1145,2,397,1145,1145,2,2005,1,5,Gd,Gd,Gd,Fin,16,160200
6,1062,2,539,1029,1062,1,1976,2,5,TA,TA,Gd,RFn,0,146800
7,2013,2,455,1117,1127,2,1996,1,8,TA,Gd,Gd,Unf,130,269790
8,1496,2,474,1496,1496,2,2007,0,7,Gd,Gd,Gd,Fin,130,225000
7,1895,2,409,712,1086,2,1994,1,7,Gd,Gd,Gd,Fin,46,194500
6,1564,2,476,650,888,2,1980,1,7,TA,TA,Gd,Unf,50,171000
6,1285,2,528,660,1285,1,1977,1,7,TA,TA,TA,RFn,0,143500
5,773,1,240,773,773,1,1953,0,4,TA,TA,TA,Unf,0,110000
9,3140,3,820,1926,1966,3,2008,2,11,Ex,Ex,Ex,Fin,78,485000
5,1768,1,240,731,981,1,1937,2,7,Gd,TA,Gd,Unf,0,175000
6,1688,2,603,616,616,2,1997,0,8,Gd,TA,Gd,RFn,114,200000
4,1196,2,440,1196,1196,1,1916,0,5,TA,TA,TA,Unf,0,109900
7,1456,2,410,728,728,2,2005,1,7,Gd,Gd,Gd,Fin,18,189000
9,2822,3,1020,1734,1734,3,2008,1,12,Ex,Ex,Ex,RFn,170,582933
5,1128,1,286,936,1128,1,1954,0,5,TA,TA,TA,Unf,0,118000
7,1428,2,554,1417,1428,2,2008,0,6,Ex,Gd,Gd,RFn,60,227680
5,980,1,384,980,980,2,1967,0,6,TA,TA,TA,Fin,0,135500
5,1576,2,528,1324,1072,1,1923,1,6,Gd,TA,TA,RFn,312,223500
5,1086,2,484,1024,1086,1,1966,1,6,TA,TA,TA,RFn,0,159950
5,2138,2,360,849,1075,2,1898,0,11,TA,TA,TA,Unf,156,106000
6,1309,2,484,1040,1309,1,1974,1,5,Gd,TA,TA,RFn,0,181000
6,848,2,420,848,848,1,2004,1,4,Gd,Gd,Gd,Fin,0,144500
5,1044,2,504,540,1044,1,1952,0,4,Fa,Fa,TA,Unf,0,55993
6,1442,1,301,1442,1442,1,1958,0,7,TA,TA,TA,RFn,0,157900
5,1250,1,280,686,686,1,1918,0,7,Fa,TA,TA,Unf,0,116000
7,1661,2,598,1649,1661,2,1998,0,6,Gd,TA,Gd,RFn,34,224900
5,1008,1,275,1008,1008,1,1954,1,4,TA,TA,TA,RFn,0,137000
8,1689,3,857,1568,1689,2,2002,2,7,Gd,Gd,Gd,RFn,59,271000
6,1052,2,440,1010,1052,1,1971,0,6,TA,TA,TA,Unf,0,155000
7,1358,2,484,1358,1358,2,2009,1,6,Gd,Gd,Gd,RFn,35,224000
7,1640,2,595,798,798,2,2003,0,6,Gd,Gd,Gd,RFn,45,183000
4,936,2,576,936,936,1,1953,0,4,TA,Fa,Fa,Unf,32,93000
7,1733,2,433,847,847,2,2003,1,7,Gd,Gd,Gd,Fin,48,225000
6,1489,1,240,778,944,2,1940,1,7,TA,TA,TA,Unf,0,139500
8,1489,2,776,1489,1489,2,2006,1,7,Gd,Gd,Gd,RFn,140,232600
10,2084,3,1220,2078,2084,2,2007,1,7,Ex,Ex,Ex,Fin,45,385000
5,784,0,0,784,784,1,1924,0,5,Gd,TA,TA,,0,109500
7,1434,2,527,1454,1434,2,2001,1,6,Gd,Gd,Gd,RFn,39,189000
5,2126,2,538,1013,1160,2,1967,0,7,TA,TA,TA,Fin,0,185000
7,1223,2,480,600,520,2,2005,0,4,Gd,Gd,Gd,RFn,166,147400
6,1392,2,458,1392,1392,1,1957,2,6,TA,TA,TA,RFn,0,166000
7,1200,2,480,600,520,2,2005,0,4,Gd,TA,Gd,RFn,166,151000
7,1829,2,613,941,941,2,2003,1,7,Gd,Gd,Gd,RFn,39,237000
6,1516,2,472,1516,1516,1,1964,0,6,TA,TA,TA,RFn,0,167000
5,1144,2,456,1144,1144,1,1961,0,6,TA,TA,TA,Unf,0,139950
4,1067,2,436,1067,1067,2,1950,0,4,Gd,TA,Gd,Unf,0,128000
5,1559,2,812,1559,1559,1,1948,0,5,TA,TA,TA,Unf,116,153500
6,987,1,264,483,483,1,1973,0,5,TA,TA,TA,Unf,0,100000
5,1099,1,352,1099,1099,1,1995,0,6,Gd,TA,Gd,Unf,0,144000
5,1200,1,240,768,768,1,1946,0,6,TA,TA,TA,Unf,0,130500
6,1482,1,400,672,810,2,1925,0,7,Fa,TA,TA,Unf,0,140000
5,1539,2,686,650,958,2,1904,1,8,Gd,TA,TA,Unf,78,157500
6,1165,2,490,1127,1165,1,1966,0,6,TA,TA,TA,RFn,129,174900
5,1800,0,0,1800,1800,2,1961,0,10,TA,TA,TA,,0,141000
5,1416,3,720,876,876,1,1915,1,7,TA,TA,TA,Unf,0,153900
5,1701,2,611,1390,1701,2,1975,2,6,TA,TA,Gd,Fin,0,171000
7,1775,2,425,740,1006,2,1993,1,7,Gd,Gd,Gd,Unf,72,213000
5,864,1,338,864,864,1,1972,1,5,TA,TA,TA,Unf,0,133500
6,2358,2,360,907,1307,3,1908,1,10,TA,TA,TA,Unf,40,240000
6,1855,2,512,528,1094,2,1976,1,7,TA,Gd,TA,RFn,100,187000
6,848,2,420,848,848,1,2003,0,3,Gd,Gd,Gd,Fin,0,131500
8,1456,2,400,1273,1456,2,2003,1,7,Gd,Gd,Gd,Fin,20,215000
7,1646,1,240,918,918,2,1941,2,7,TA,TA,TA,Unf,0,164000
6,1445,2,645,1127,1445,1,1964,1,7,TA,TA,TA,RFn,0,158000
5,1779,2,454,1763,1779,1,1955,1,6,TA,TA,TA,Unf,418,170000
5,1040,1,260,1040,1040,1,1962,0,6,TA,TA,TA,Unf,104,127000
6,1026,2,576,940,1026,1,1978,0,5,TA,TA,Gd,Unf,0,147000
6,1481,2,343,702,702,2,1994,1,6,TA,TA,Gd,Fin,36,174000
7,1370,2,479,1090,1370,2,1976,1,6,TA,TA,Gd,RFn,0,152000
6,2654,2,619,1054,1512,2,1968,1,9,Gd,TA,TA,Unf,65,250000
7,1426,1,216,912,912,1,1918,1,7,Gd,Gd,TA,Unf,240,189950
5,1039,2,504,1039,1039,1,1965,0,6,TA,TA,TA,Unf,0,131500
6,1097,2,480,1040,1097,2,1984,0,6,TA,TA,Gd,Unf,0,152000
5,1148,1,672,1148,1148,1,1959,0,6,TA,TA,TA,Unf,0,132500
7,1372,2,529,1372,1372,2,2007,0,6,Gd,Gd,Ex,Fin,140,250580
5,1002,2,902,1002,1002,1,1970,0,5,TA,TA,TA,Unf,0,148500
8,1646,3,870,1638,1646,2,2006,1,6,Gd,Gd,Gd,RFn,80,248900
4,1120,2,544,1040,1120,1,1961,0,5,Fa,TA,TA,RFn,0,129000
5,2320,2,672,0,1547,2,1948,1,7,TA,TA,,Unf,144,169000
7,1949,2,574,1050,1062,2,1993,1,8,Gd,Gd,Gd,Fin,90,236000
5,894,1,308,894,894,1,1962,0,5,TA,TA,TA,Unf,0,109500
6,1682,2,523,804,804,2,1998,0,7,Gd,TA,Gd,RFn,77,200500
5,910,2,414,105,910,1,1953,0,5,Gd,Gd,TA,Unf,0,116000
5,1268,1,288,832,1036,1,1949,1,6,TA,Gd,TA,Unf,28,133000
5,1131,1,200,676,676,1,1941,0,5,TA,TA,TA,Unf,0,66500
8,2610,2,550,1184,1184,2,2007,1,11,Ex,Gd,Gd,Fin,364,303477
4,1040,2,648,1064,1040,1,1963,0,5,TA,TA,TA,Unf,0,132250
9,2224,3,738,1462,1462,2,2004,1,10,Ex,Gd,Ex,Fin,0,350000
5,1155,2,576,1109,1155,1,1961,0,6,Gd,TA,TA,Unf,0,148000
5,864,1,336,864,864,1,1978,0,6,TA,Gd,TA,Unf,0,136500
5,1090,2,450,1090,1090,1,2005,0,5,TA,TA,Ex,Fin,49,157000
7,1717,2,400,1156,1187,2,1990,1,7,Gd,Gd,Gd,RFn,36,187500
6,1593,2,389,808,808,2,1992,1,7,TA,TA,Gd,RFn,40,178000
4,2230,1,440,795,954,1,1912,0,10,TA,Gd,TA,Unf,188,118500
5,892,1,288,892,892,1,1967,0,5,TA,TA,TA,RFn,0,100000
9,1709,2,506,1698,1709,2,1999,1,5,Gd,Gd,Ex,Fin,65,328900
5,1712,2,588,1626,1712,2,1959,0,8,TA,TA,TA,Fin,54,145000
5,1393,1,300,816,872,1,1955,0,8,TA,TA,TA,Unf,0,135500
8,2217,2,621,2217,2217,2,1970,1,8,Gd,Gd,TA,Unf,207,268000
6,1505,2,505,1505,1505,1,1953,1,6,TA,TA,TA,RFn,0,149500
5,924,2,576,672,672,1,1949,1,6,TA,TA,TA,Unf,0,122900
6,1683,2,440,918,918,2,1978,1,7,TA,TA,TA,RFn,0,172500
6,1068,1,264,1059,1068,1,1963,0,6,TA,TA,TA,RFn,0,154500
5,1383,1,354,1383,1383,1,1954,1,6,TA,TA,Gd,Unf,116,165000
5,1535,2,400,0,1535,2,1979,0,8,TA,TA,,Unf,0,118858
6,1796,2,483,780,983,1,1963,1,8,TA,TA,TA,RFn,50,140000
4,951,1,327,951,951,1,1936,0,6,TA,TA,TA,Unf,28,106500
5,2240,2,528,0,1120,2,1979,0,12,TA,TA,,Unf,0,142953
9,2364,3,820,2330,2364,2,2009,2,11,Ex,Ex,Ex,Fin,67,611657
5,1236,1,288,912,1236,1,1961,1,6,TA,TA,TA,Unf,0,135000
4,858,1,684,858,858,1,1971,0,4,TA,TA,TA,Unf,0,110000
5,1306,1,756,992,1306,1,1957,0,5,TA,TA,TA,Unf,0,153000
7,1509,2,393,783,807,2,2003,1,8,Gd,Gd,Gd,Fin,75,180000
7,1670,3,690,1670,1670,2,2006,1,7,Gd,Gd,Gd,RFn,60,240000
5,902,1,288,876,902,1,1967,0,6,TA,TA,TA,Unf,0,125500
5,1063,1,280,1056,1063,1,1954,0,6,TA,TA,TA,RFn,0,128000
8,1636,3,865,1623,1636,2,2006,1,8,Gd,Gd,Gd,RFn,60,255000
7,2057,1,180,1017,1020,1,1936,1,6,Gd,Gd,Gd,Fin,0,250000
5,902,2,484,864,902,1,1983,0,5,TA,TA,Gd,Unf,0,131000
6,1484,2,390,742,742,2,2005,1,8,Gd,Gd,Gd,Fin,24,174000
5,2274,2,480,1105,1105,2,1960,0,12,TA,TA,TA,Unf,0,154300
5,1268,1,252,1268,1268,1,1977,0,5,Gd,TA,Gd,Unf,0,143500
5,1015,1,450,768,1015,1,1925,0,6,TA,TA,TA,Unf,0,88000
5,2002,3,871,1001,1001,2,1949,0,8,TA,TA,TA,Unf,0,145000
6,1224,2,528,612,612,2,2009,0,4,Gd,Gd,Gd,RFn,234,173733
4,1092,1,286,546,546,1,1970,0,6,TA,TA,TA,Unf,0,75000
2,480,1,308,480,480,0,1949,0,4,TA,TA,TA,Unf,0,35311
4,1229,1,284,1134,1229,1,1956,0,6,TA,TA,TA,RFn,0,135000
7,2127,3,833,1104,912,2,1991,1,8,Gd,Gd,Ex,RFn,192,238000
6,1414,2,601,1184,1414,1,1958,1,6,TA,Ex,Gd,Unf,51,176500
6,1721,2,471,928,936,2,1994,0,7,Gd,Gd,Gd,RFn,87,201000
5,2200,0,0,1272,1272,2,1900,0,9,TA,TA,TA,,70,145900
6,1316,2,397,1316,1316,2,2005,1,6,Gd,Gd,Gd,Fin,0,169990
6,1617,2,533,1604,1617,2,1993,1,5,Gd,Gd,Gd,RFn,69,193000
6,1686,2,612,1686,1686,2,1980,1,7,TA,TA,Gd,Unf,131,207500
5,1126,2,540,1126,1126,2,1977,0,6,Ex,TA,Gd,RFn,0,175000
8,2374,3,656,1181,1234,2,2003,1,10,Ex,Gd,Gd,Fin,100,285000
7,1978,2,486,832,1098,2,1968,1,9,TA,TA,TA,RFn,43,176000
8,1788,2,522,1753,1788,2,2001,1,7,Ex,Gd,Gd,RFn,151,236500
7,2236,2,642,964,993,2,1997,1,8,Gd,TA,Gd,Fin,0,222000
8,1466,3,610,1466,1466,2,2007,0,7,Gd,Gd,Gd,Fin,18,201000
5,925,1,429,925,925,1,1965,0,5,TA,TA,TA,Unf,0,117500
9,1905,3,788,1905,1905,2,2006,1,8,Ex,Ex,Ex,Fin,191,320000
7,1500,2,570,1500,1500,2,2004,0,6,Gd,Gd,Gd,RFn,36,190000
7,2069,2,505,585,2069,2,1960,1,9,Gd,TA,Gd,RFn,0,242000
4,747,2,528,600,747,1,1926,0,5,TA,TA,Fa,Unf,0,79900
7,1200,2,555,1176,1200,2,2003,0,5,Gd,Gd,Gd,RFn,41,184900
7,1971,2,689,1113,1113,2,2005,1,8,Gd,Gd,Gd,RFn,48,253000
7,1962,3,868,1391,1391,2,2006,0,7,Gd,Gd,Gd,RFn,90,239799
7,2403,1,349,1032,1207,2,1940,2,10,TA,TA,TA,Unf,0,244400
6,1728,2,574,1728,1728,2,1976,0,8,TA,TA,TA,Unf,0,150900
7,2060,2,390,992,1022,2,1999,1,8,Gd,Gd,Gd,RFn,0,214000
4,1440,0,0,1440,1440,2,1977,0,8,TA,TA,Gd,,0,150000
5,1632,2,576,1632,1632,2,1967,0,8,TA,TA,TA,Unf,0,143000
6,1344,2,525,819,1344,1,1958,1,7,Gd,TA,TA,RFn,118,137500
5,1869,2,456,1088,1188,1,1890,0,7,TA,TA,TA,Unf,0,124900
5,1144,1,796,1144,1144,1,1959,1,6,TA,TA,TA,RFn,0,143000
8,1629,3,808,1616,1629,2,2002,1,9,Gd,Gd,Gd,Fin,252,270000
7,1776,2,474,936,936,2,2002,1,7,Gd,Gd,Gd,RFn,96,192500
6,1381,2,676,1161,1381,1,1972,1,5,Gd,TA,TA,RFn,0,197500
5,864,2,720,864,864,1,1950,0,5,Gd,TA,TA,RFn,0,129000
5,965,1,300,828,965,1,1965,0,6,TA,TA,TA,Unf,0,119900
5,768,1,396,768,768,1,1972,0,5,TA,TA,Gd,Fin,0,133900
5,1968,2,530,784,1168,2,1969,1,7,TA,TA,TA,RFn,189,172000
6,980,0,0,945,980,2,1975,0,4,TA,TA,Gd,,0,127500
6,1958,2,492,979,979,2,1946,0,8,TA,TA,Gd,Unf,0,145000
6,1229,2,462,561,561,1,1980,1,5,TA,TA,Gd,Fin,0,124000
5,1057,2,576,1057,1057,1,1962,0,6,TA,TA,TA,Fin,0,132000
7,1337,2,531,1337,1337,2,2003,0,6,Gd,Gd,Gd,RFn,39,185000
7,1416,2,484,696,696,2,1999,0,6,Gd,Gd,Gd,Unf,44,155000
5,858,0,0,858,858,1,1958,0,4,TA,TA,TA,,0,116500
6,2872,2,619,1330,1542,2,1977,1,11,TA,TA,Gd,Fin,282,272000
6,1548,2,440,804,804,2,1976,1,7,Gd,TA,Gd,Unf,0,155000
9,1800,2,702,1800,1800,2,2007,0,7,Ex,Gd,Ex,Fin,136,239000
7,1894,2,510,817,824,2,2002,1,8,Gd,Gd,Gd,Fin,40,214900
6,1484,2,393,783,783,2,2005,1,8,Gd,Gd,Gd,Fin,72,178900
5,1308,1,256,728,976,1,1940,2,7,TA,Gd,TA,Unf,70,160000
5,1098,1,260,1098,1098,1,1955,0,6,TA,TA,TA,Unf,0,135000
3,968,0,0,600,600,1,1910,0,6,TA,TA,TA,,0,37900
6,1095,1,264,588,1095,1,1958,0,6,TA,TA,TA,RFn,0,140000
4,1192,0,0,720,720,1,1949,0,6,TA,TA,TA,,0,135000
7,1626,2,474,764,764,2,2003,0,6,Gd,Gd,Gd,RFn,27,173000
6,918,1,264,918,918,2,1979,1,5,TA,TA,Gd,Unf,0,99500
7,1428,2,480,1428,1428,2,2007,0,6,Gd,Gd,Gd,Fin,120,182000
7,2019,2,532,728,1136,1,1910,0,8,Gd,TA,Gd,Unf,135,167500
7,1382,2,490,673,673,2,2000,0,6,Gd,Gd,Gd,Unf,50,165000
4,869,0,0,440,869,1,1923,0,4,Fa,TA,Gd,,0,85500
7,1241,2,569,1241,1241,1,2006,0,4,Gd,Gd,Gd,Fin,116,199900
4,894,2,400,894,894,1,1954,0,5,TA,TA,TA,Unf,0,110000
5,1121,2,480,1121,1121,1,1963,0,5,TA,TA,TA,Unf,80,139000
7,999,2,588,944,999,1,1961,0,6,Ex,Ex,TA,RFn,76,178400
8,2612,3,676,1225,1276,2,1998,1,8,Gd,Gd,Gd,Fin,0,336000
7,1266,2,388,1266,1266,2,2007,1,6,Gd,Gd,Gd,Fin,16,159895
8,2290,2,779,1128,1149,2,2002,1,9,Gd,Gd,Gd,Unf,0,255900
